,,,,,,Normalized summed signal-to-noise ratio,,,,,,,,,,,,Normalized relative abundance,,,Absolute abundance (copy number per average cell),,
AOE93375.1,DNA-binding protein [synthetic bacterium JCVI-Syn3.0],44.4444444444444,6,91,3700000000,563071771.479263,484992693.078563,548212333.470006,548212333.470006,412369758.460215,372989619.582958,483345330.479186,412369758.460215,304630531.799921,256681582.976178,273706378.673709,273706378.673709,0.000358717826273,0.000252830347339,0.000170008527462,28,19,13
AOE93376.1,hypothetical protein JCVSYN2_00880 [synthetic bacterium JCVI-Syn3.0],39.5604395604396,10,183,1900000000,223799521.395791,212063023.296737,223305884.404273,223305884.404273,188452601.441111,220280150.118401,215067833.163078,215067833.163078,190124436.089186,210114580.797974,216791969.293449,210114580.797974,0.000146118203763,0.000131861451633,0.000130509455618,11,10,10
AOE93377.1,cell division protein DivIVA [synthetic bacterium JCVI-Syn3.0],74.4,36,126,17000000000,1299301316.04168,1444903212.61452,1367081793.6026,1367081793.6026,1907833570.60432,2072212425.42455,1584783801.18182,1907833570.60432,2476166463.93739,2381307400.81424,2466410015.77889,2466410015.77889,0.000894537717229,0.00116972259586,0.001531972827716,69,90,118
AOE93378.1,ribonuclease Y [synthetic bacterium JCVI-Syn3.0],57.9567779960707,76,510,34000000000,4090522709.05361,4132606380.46415,4054861170.79807,4090522709.05361,3611939650.35917,3462893611.17264,3566890317.81903,3566890317.81903,3738998589.65338,3717159026.79499,3624128543.88495,3717159026.79499,0.002676596867542,0.002186916231055,0.002308856430569,206,168,178
AOE93379.1,signal recognition particle protein [synthetic bacterium JCVI-Syn3.0],60.8501118568233,126,448,60000000000,7237175815.72079,7002426495.17179,7293460705.4108,7237175815.72079,7332906533.3501,6645732750.31204,6666796822.62345,6666796822.62345,5792296841.35566,6037680438.69846,5991523597.35691,5991523597.35691,0.004735581121537,0.004087517383898,0.003721543169648,365,315,287
AOE93380.1,50S rRNA methyltransferase [synthetic bacterium JCVI-Syn3.0],62.5806451612903,26,156,20000000000,2370572229.60791,2434153474.85018,2490228736.02099,2434153474.85018,2162437738.34173,2389084049.97771,2093508591.92784,2162437738.34173,1985506032.56537,2057463088.58866,2017046058.11961,2017046058.11961,0.001592766506706,0.001325824392469,0.001252857283875,123,102,97
AOE93381.1,30S ribosomal protein S16 [synthetic bacterium JCVI-Syn3.0],43.4782608695652,22,93,47000000000,4680659806.06085,4468285254.4036,4355211764.64195,4468285254.4036,5747672319.7127,5674592459.4397,5097490330.1287,5674592459.4397,5500612044.1426,5613032566.1136,5862443455.3563,5613032566.1136,0.002923782402858,0.003479181373247,0.003486449259191,225,268,269
AOE93382.1,16S rRNA processing protein RimM [synthetic bacterium JCVI-Syn3.0],48.1707317073171,11,165,940000000,106063048.228578,106719269.060869,103931327.444415,106063048.228578,80805604.890304,85597302.1607802,120586601.698597,85597302.1607802,108309904.569586,122048447.645723,105938494.301147,108309904.569586,6.94014048674707E-05,5.24810444814569E-05,6.72750393128639E-05,5,4,5
AOE93383.1,tRNA (guanosine(37)-N1)-methyltransferase TrmD [synthetic bacterium JCVI-Syn3.0],52.5,17,241,5800000000,499463567.611592,488082754.787452,501234228.066888,499463567.611592,761785931.072131,719157342.610522,656572183.025812,719157342.610522,744033426.379262,700264671.304856,729405895.141488,729405895.141488,0.000326819508314,0.000440926612568,0.000453059306678,25,34,35
AOE93384.1,50S ribosomal protein L19 [synthetic bacterium JCVI-Syn3.0],60.6299212598425,57,128,40000000000,3963757887.11827,4041068497.9841,4066449875.00134,4041068497.9841,5106063026.79573,4771070314.05951,4091765589.38076,4771070314.05951,4700225538.48423,4496247192.21698,4763352078.95908,4700225538.48423,0.002644236947833,0.002925217817099,0.002919473146407,204,225,225
AOE93385.1,ribosome biogenesis GTPase YlqF [synthetic bacterium JCVI-Syn3.0],33.5443037974684,32,317,29000000000,2963048952.94763,2872871864.23303,2899260694.60391,2899260694.60391,3432581176.27846,3699330621.31988,3193795573.6456,3432581176.27846,3271085608.96909,3275121500.08526,3392904007.91714,3275121500.08526,0.001897105246767,0.002104569196119,0.002034291587166,146,162,157
AOE93386.1,ABC transporter ATP-binding protein [synthetic bacterium JCVI-Syn3.0],41.4125200642055,55,624,27000000000,3680753781.06235,3419161226.75473,3475995674.02434,3475995674.02434,2513414322.24496,2671154777.28763,2666747262.34816,2666747262.34816,2780781533.33977,2808607304.43946,2983384118.49858,2808607304.43946,0.002274486610743,0.001635024447771,0.00174452343552,175,126,134
AOE93387.1,ABC transporter ATP-binding protein [synthetic bacterium JCVI-Syn3.0],37.2771474878444,55,618,10000000000,1274680470.40754,1286505287.81809,1284696710.71122,1284696710.71122,940458635.786944,1032326325.92394,966403450.561284,966403450.561284,1042317905.41153,1083135442.14854,1089475771.23093,1083135442.14854,0.000840629776733,0.00059251706766,0.000672773000228,65,46,52
AOE93388.1,hypothetical protein JCVSYN2_00945 [synthetic bacterium JCVI-Syn3.0],36.2616822429907,27,536,8000000000,954510422.592127,985725284.630389,949225083.960956,954510422.592127,786225068.720106,904711557.763756,890669150.600017,890669150.600017,835234058.897601,863669744.835318,830029627.99973,835234058.897601,0.000624575338866,0.00054608318406,0.000518792850673,48,42,40
AOE93389.1,hypothetical protein JCVSYN2_00955 [synthetic bacterium JCVI-Syn3.0],35.3658536585366,18,247,8900000000,1047763497.84334,1049185882.823,1055377760.63961,1049185882.823,879696525.523645,989748324.440262,1105564229.76493,989748324.440262,920508806.967714,936532681.535519,915622290.461977,920508806.967714,0.000686525377605,0.000606830174891,0.000571759955128,53,47,44
AOE93390.1,hypothetical protein JCVSYN2_00960 [synthetic bacterium JCVI-Syn3.0],31.5789473684211,3,115,1400000000,156548493.867858,156400953.17969,142182163.892895,156400953.17969,138840957.319069,171635008.359243,151473238.187218,151473238.187218,159931979.759647,155975298.174655,167011907.259725,159931979.759647,0.000102339561747,9.28706109933458E-05,9.9339301132906E-05,8,7,8
AOE93391.1,GTPase ObgE [synthetic bacterium JCVI-Syn3.0],60.2771362586605,97,434,30000000000,2985890529.79562,3032139681.76039,2952410517.88271,2985890529.79562,3753831490.39458,3773201073.32281,3316216515.51814,3753831490.39458,3320029784.83774,3368496778.63868,3497783627.84932,3368496778.63868,0.001953790702882,0.002301532787251,0.002092290212135,150,177,161
AOE93392.1,NAD(+) synthase [synthetic bacterium JCVI-Syn3.0],53.8775510204082,50,246,49000000000,5046035569.25066,4975867437.89583,4765573856.03607,4975867437.89583,5260865408.23761,5555314388.88487,5438690444.46635,5438690444.46635,5796819607.71814,6042428654.4055,6118404633.10498,6042428654.4055,0.003255914254699,0.003334546158952,0.003753162066625,251,257,289
AOE93394.1,nicotinate (nicotinamide) nucleotide adenylyltransferase [synthetic bacterium JCVI-Syn3.0],43.013698630137,28,366,15000000000,1264851860.07712,1346316042.54664,1298853441.71258,1298853441.71258,1775410220.15815,1816455413.79678,1789723344.03715,1789723344.03715,1908436587.25804,1978659313.84048,1821293776.57305,1908436587.25804,0.000849893106764,0.001097307369004,0.001185396173546,65,85,91
AOE93395.1,5'-methylthioadenosine nucleosidase [synthetic bacterium JCVI-Syn3.0],21.0045662100457,8,220,2900000000,297603152.649332,305850844.107984,306234895.396348,305850844.107984,276076151.157729,295467183.785653,362957961.384991,295467183.785653,334165150.844357,348470286.044753,373174374.628854,348470286.044753,0.000200130758219,0.000181155550743,0.000216446984107,15,14,17
AOE93396.1,deoxynucleoside kinase [synthetic bacterium JCVI-Syn3.0],38.6792452830189,11,213,4400000000,445878508.65482,492555898.184665,447238381.93067,447238381.93067,466795478.312349,380235100.96778,612037187.541794,466795478.312349,563270310.223947,543349051.123908,448640083.060067,543349051.123908,0.000292646426206,0.000286199607261,0.000337492946007,23,22,26
AOE93397.1,tRNA 2-thiouridine(34) synthase MnmA [synthetic bacterium JCVI-Syn3.0],50.6666666666667,28,376,14000000000,1388160314.33056,1423549984.70683,1477583368.3117,1423549984.70683,1710820295.26139,1796466120.50202,1462477971.74185,1710820295.26139,1562977552.97545,1524738460.27296,1653225931.89725,1562977552.97545,0.000931487171902,0.001048930675955,0.000970819582377,72,81,75
AOE93398.1,hypothetical protein JCVSYN2_01000 [synthetic bacterium JCVI-Syn3.0],26.3414634146341,10,206,15000000000,1708209320.22318,1808714634.12927,1689162134.34928,1708209320.22318,2076597475.65242,2074195720.61077,1577170271.59851,2074195720.61077,1537475671.7191,1387191166.96069,1141283604.75678,1387191166.96069,0.001117751456433,0.001271721831515,0.000861632559484,86,98,66
AOE93399.1,hypothetical protein JCVSYN2_01005 [synthetic bacterium JCVI-Syn3.0],54.4817927170868,73,715,15000000000,1475709830.35529,1446773980.30393,1470499277.9717,1470499277.9717,1610656197.37494,1703327187.23149,1738953541.81686,1703327187.23149,1834373063.46498,1840179324.70271,1879527596.77809,1840179324.70271,0.0009622080211,0.001044336534248,0.00114299921973,74,80,88
AOE93400.1,methionyl-tRNA formyltransferase [synthetic bacterium JCVI-Syn3.0],52.9968454258675,64,318,23000000000,2537624396.98503,2591918391.28574,2505865673.32719,2537624396.98503,2500711421.63477,2585026690.07055,2566967929.05821,2566967929.05821,2536641858.47858,2642033777.21826,2533209861.94167,2536641858.47858,0.0016604717771,0.001573848178233,0.001575596261764,128,121,121
AOE93401.1,elongation factor P [synthetic bacterium JCVI-Syn3.0],40.7608695652174,22,185,19000000000,2314853332.75611,2233788759.81907,2283123164.00009,2283123164.00009,2244996473.6832,1991030778.14882,2123401466.36393,2123401466.36393,1913147436.99587,1923373026.81265,1972285561.42024,1923373026.81265,0.001493941176625,0.00130189064369,0.001194673714342,115,100,92
AOE93402.1,hypothetical protein JCVSYN2_01020 [synthetic bacterium JCVI-Syn3.0],73,34,101,17000000000,1936633548.55975,1910297056.5925,1947383705.29028,1936633548.55975,1752821617.94068,1833912530.78861,1809233960.225,1809233960.225,1895172098.37169,1976787818.8742,1937757663.3573,1937757663.3573,0.001267218802668,0.001109269632886,0.001203608511144,98,85,93
AOE93403.1,endopeptidase La [synthetic bacterium JCVI-Syn3.0],53.9440203562341,216,787,100000000000,15013062347.6643,14860616162.197,15140079348.4672,15013062347.6643,10663545993.8341,9794930879.44732,7643282211.68156,9794930879.44732,9132753084.56739,8592710430.04419,9159019542.09696,9132753084.56739,0.009823662771273,0.006005425290291,0.005672669782515,757,463,437
AOE93405.1,ABC transporter permease [synthetic bacterium JCVI-Syn3.0],45.2367370222476,128,1754,9600000000,1171312113.49198,1188782807.06479,1153519127.16715,1171312113.49198,943036514.985784,994432111.535448,1100781794.2943,994432111.535448,1022389451.52101,994811172.499536,1030934907.44,1022389451.52101,0.000766437581913,0.000609701878001,0.000635041557995,59,47,49
AOE93406.1,protease [synthetic bacterium JCVI-Syn3.0],30.0546448087432,22,184,7300000000,788142811.790794,784056339.482967,827415185.829415,788142811.790794,755448726.446663,918600533.340309,755408718.774667,755448726.446663,712428568.551045,945517137.880431,812981977.90371,812981977.90371,0.000515714184045,0.000463177427504,0.000504971311179,40,36,39
AOE93408.1,rRNA maturation RNase YbeY [synthetic bacterium JCVI-Syn3.0],38.4146341463415,22,165,12000000000,1288649388.73015,1279494664.94953,1273632818.80662,1279494664.94953,1269269348.14236,1428911407.886,1237775663.39673,1269269348.14236,1335716587.66001,1394008192.00261,1492541928.42598,1394008192.00261,0.000837225864719,0.000778208885529,0.00086586685024,64,60,67
AOE93409.1,GTPase Era [synthetic bacterium JCVI-Syn3.0],30.2325581395349,10,302,9200000000,925194814.705909,910795299.809712,912833803.79586,912833803.79586,1172492314.59502,1144437858.64508,1081009732.28016,1144437858.64508,1048504071.57314,1012816040.91558,991916063.679538,1012816040.91558,0.000597304616943,0.000701672747267,0.000629095180538,46,54,48
AOE93410.1,DNA repair protein RecO [synthetic bacterium JCVI-Syn3.0],12.4497991967871,2,250,1200000000,163974313.658857,171098268.910999,204411042.099774,171098268.910999,93559616.8334686,117129487.549256,147102914.362667,117129487.549256,93421564.9278016,113107682.42145,96195109.2357264,96195109.2357264,0.00011195661855,7.18139204272641E-05,5.97501196336201E-05,9,6,5
AOE93411.1,glycine--tRNA ligase [synthetic bacterium JCVI-Syn3.0],53.5087719298246,57,457,22000000000,2058003729.24874,2071800081.2042,2060311679.44765,2060311679.44765,2784040280.51423,2822997553.91333,2504561766.72515,2784040280.51423,2555369239.19904,2643502366.89258,2499413302.85507,2555369239.19904,0.001348146478973,0.001706938631376,0.001587228487636,104,131,122
AOE93412.1,DNA primase [synthetic bacterium JCVI-Syn3.0],59.8039215686275,65,613,12000000000,1145010260.53845,1186539544.72833,1215039914.68481,1186539544.72833,1515593432.22301,1360629154.66075,1417128280.71081,1417128280.71081,1425061859.68362,1381670714.2917,1353326838.47852,1381670714.2917,0.000776401515045,0.000868863509229,0.000858203614811,60,67,66
AOE93413.1,RNA polymerase subunit sigma [synthetic bacterium JCVI-Syn3.0],47.6284584980237,87,507,42000000000,4507070312.8845,4744112032.05949,4472622238.33048,4507070312.8845,5191907395.65885,4148791160.52462,5477945940.88587,5191907395.65885,4732637911.35476,4644113693.31189,4080799314.98954,4644113693.31189,0.002949161058209,0.003183239612662,0.002884620132688,227,245,222
AOE93414.1,hypothetical protein JCVSYN2_01080 [synthetic bacterium JCVI-Syn3.0],40.8888888888889,11,226,3200000000,374116404.203933,366328769.648853,372430998.224661,372430998.224661,310727079.791281,397044668.003205,326276788.215818,326276788.215818,314797674.007166,365605610.408385,372672007.496699,365605610.408385,0.000243696885246,0.000200045401004,0.000227090328544,19,15,17
AOE93415.1,"dinuclear metal center protein, YbgI family [synthetic bacterium JCVI-Syn3.0]",43.7984496124031,24,259,15000000000,1749729846.57354,1754727559.66664,1825433844.62761,1754727559.66664,1590905937.93184,1603227738.87292,1560501026.88664,1590905937.93184,1614411924.91891,1610826832.14438,1690235288.37752,1614411924.91891,0.001148190249427,0.000975409308317,0.001002767255199,88,75,77
AOE93416.1,helicase [synthetic bacterium JCVI-Syn3.0],55.8498896247241,64,454,20000000000,2381926659.26895,2383317879.90628,2251228079.83295,2381926659.26895,2079129084.01941,2174187357.5026,2214262430.91357,2174187357.5026,2213815350.05357,2243036060.91233,2059097097.59034,2213815350.05357,0.001558592358088,0.001333028267711,0.001375077517593,120,103,106
AOE93417.1,hypothetical protein JCVSYN2_01095 [synthetic bacterium JCVI-Syn3.0],24.6031746031746,18,505,13000000000,1648487848.41935,1688048357.33635,1609112988.35741,1648487848.41935,1319313588.90785,1311252763.38677,1394212533.37126,1319313588.90785,1367788189.14996,1363198017.1071,1298585713.96394,1363198017.1071,0.001078673246697,0.000808891792108,0.000846729581718,83,62,65
AOE93418.1,hypothetical protein JCVSYN2_01100 [synthetic bacterium JCVI-Syn3.0],44.4364161849711,196,1385,35000000000,4266718411.3687,4347388764.87619,4202015328.45603,4266718411.3687,3676105198.98835,3514085233.32148,3718027462.4566,3676105198.98835,3877246318.2478,3697825655.59252,3700587626.69232,3700587626.69232,0.002791888945948,0.002253877582546,0.002298563359055,215,174,177
AOE93419.1,adenine phosphoribosyltransferase [synthetic bacterium JCVI-Syn3.0],68.2352941176471,48,171,62000000000,7202020859.67369,6933705369.95976,7509529430.61569,7202020859.67369,8273245133.59516,7901306861.91993,6514734892.16642,7901306861.91993,5995259013.6767,5901482432.2021,5768716006.19054,5901482432.2021,0.004712577791174,0.004844414793625,0.003665615478181,363,373,282
AOE93420.1,"guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase [synthetic bacterium JCVI-Syn3.0]",52.9177718832891,96,755,25000000000,2388128616.94482,2440338936.24727,2427681192.97558,2427681192.97558,2827838865.82055,2874333394.2482,2866977921.69633,2866977921.69633,3066394886.79686,3026339712.82053,3081966472.44986,3066394886.79686,0.001588531427079,0.001757788996121,0.001904644246321,122,135,147
AOE93421.1,oxidoreductase [synthetic bacterium JCVI-Syn3.0],58.8056680161943,133,989,41000000000,4006134195.41606,4076967175.67321,3981041079.67571,4006134195.41606,4770890352.36089,4744816238.8144,4767597237.6587,4767597237.6587,5184810235.58683,4746561494.26633,4721181990.54787,4746561494.26633,0.002621378000096,0.002923088419647,0.002948254016072,202,225,227
AOE93422.1,hypothetical protein JCVSYN2_01120 [synthetic bacterium JCVI-Syn3.0],6.97674418604651,1,130,29000000,3223063.0309485,3397792.75391721,3841598.46645186,3397792.75391721,2773748.11887148,2988758.20961043,3239819.90730398,2988758.20961043,3366363.47695832,3208039.82149384,2960816.21444437,3208039.82149384,2.22331523097625E-06,1.8324543949792E-06,1.99262482933472E-06,0,0,0
AOE93423.1,ribonuclease III [synthetic bacterium JCVI-Syn3.0],46.1206896551724,38,233,9400000000,1113715120.46483,1181224280.91122,1177203966.71838,1177203966.71838,1002967194.10972,1012479530.12677,1044707043.05637,1012479530.12677,966570961.33575,990085526.071597,911046377.205362,966570961.33575,0.000770292863258,0.000620767032556,0.000600370757235,59,48,46
AOE93424.1,phosphate acyltransferase [synthetic bacterium JCVI-Syn3.0],55.3892215568862,59,335,26000000000,2780440758.42862,2874652473.05258,2703417790.20092,2780440758.42862,2948758586.03105,2943337831.25815,2706385085.02741,2943337831.25815,2978182525.19053,3051891235.66799,3012933715.14275,3012933715.14275,0.001819356486623,0.001804606450751,0.001871437657883,140,139,144
AOE93425.1,dihydroxyacetone kinase [synthetic bacterium JCVI-Syn3.0],53.382084095064,92,548,35000000000,4112902334.56119,4064860258.15629,3994677536.9525,4064860258.15629,3791623432.41652,3666756298.08246,3804633766.07402,3791623432.41652,3866015669.53785,3848132042.74581,3850398661.47337,3850398661.47337,0.002659804872834,0.002324703617876,0.002391616190137,205,179,184
AOE93426.1,hypothetical protein JCVSYN2_01140 [synthetic bacterium JCVI-Syn3.0],56.3106796116505,16,104,13000000000,1569433893.02661,1640868499.20739,1608212362.9633,1608212362.9633,1444310566.38299,1202960975.57726,1447131920.8076,1444310566.38299,1401485330.18187,1413088064.40915,1272508387.44383,1401485330.18187,0.001052319343815,0.000885529393637,0.000870511160166,81,68,67
AOE93427.1,50S ribosomal protein L28 [synthetic bacterium JCVI-Syn3.0],35.3846153846154,24,66,21000000000,2212025086.54602,2342558608.71527,2420059573.29831,2342558608.71527,2449339653.07483,3085923801.75655,2268296684.24017,2449339653.07483,2073503690.58226,2065355184.5756,2082937717.21099,2073503690.58226,0.0015328322271,0.001501728442817,0.001287925078077,118,116,99
AOE93428.1,hypothetical protein JCVSYN2_01155 [synthetic bacterium JCVI-Syn3.0],29.2517006802721,7,148,1300000000,125681111.063943,136994518.026103,134352972.506032,134352972.506032,123548723.028302,157665842.845726,149495723.342181,149495723.342181,156081994.336861,164052467.015405,152126647.835448,156081994.336861,8.7912663229746E-05,9.16581657184914E-05,9.69479416196541E-05,7,7,7
AOE93429.1,phosphate ABC transporter substrate-binding protein [synthetic bacterium JCVI-Syn3.0],47.0744680851064,28,377,8800000000,1110404518.62507,1112253514.6529,1025197375.75454,1110404518.62507,887256886.713312,835561205.170908,1103433637.39287,887256886.713312,978048703.271294,909428989.281026,838415169.138084,909428989.281026,0.000726583243183,0.000543991071712,0.000564877895971,56,42,44
AOE93430.1,phosphate ABC transporter permease [synthetic bacterium JCVI-Syn3.0],12.7873563218391,13,697,4200000000,518216910.755964,504648928.26903,592681469.03012,518216910.755964,393266095.73877,417957784.944685,476111359.685592,417957784.944685,424636084.360751,444750727.780188,427730639.434899,427730639.434899,0.000339090590297,0.000256256453759,0.000265678339369,26,20,20
AOE93431.1,phosphate ABC transporter ATP-binding protein [synthetic bacterium JCVI-Syn3.0],65.7992565055762,47,270,22000000000,2468314186.24328,2436689197.69244,2375227108.20344,2436689197.69244,2384301324.13475,2687033324.39304,2292172847.75055,2384301324.13475,2378439862.46261,2305235213.97956,2672586935.14034,2378439862.46261,0.001594425734218,0.001461852426308,0.001477331513552,123,113,114
AOE93432.1,phosphate transport system regulatory protein PhoU [synthetic bacterium JCVI-Syn3.0],52.6785714285714,44,225,26000000000,2517825443.90435,2634236309.86504,2638917574.04035,2634236309.86504,3062541563.54575,3344610777.30543,2839608746.90968,3062541563.54575,2903504271.12594,3019540538.86715,3039214774.43631,3019540538.86715,0.001723688916271,0.001877692123063,0.001875541385309,133,145,144
AOE93433.1,signal recognition particle-docking protein FtsY [synthetic bacterium JCVI-Syn3.0],44.0097799511002,54,410,18000000000,1688708001.71379,1746858529.73664,1759265399.28785,1746858529.73664,2355127635.93386,2153549102.09329,1955692249.44995,2153549102.09329,2147080741.57986,2063090299.75419,2130628040.45056,2130628040.45056,0.001143041220229,0.001320374630589,0.00132340699359,88,102,102
AOE93434.1,DNA-binding protein [synthetic bacterium JCVI-Syn3.0],33.6283185840708,7,114,7300000000,918299003.968057,807060406.157846,811811771.720434,811811771.720434,743624448.948928,669411241.987751,845855861.810715,743624448.948928,769252829.908868,869542411.519016,865142023.978386,865142023.978386,0.000531201755808,0.000455927778068,0.000537369725379,41,35,41
AOE93435.1,metallophosphoesterase [synthetic bacterium JCVI-Syn3.0],42.8015564202335,20,258,6500000000,706766932.788519,691280638.881626,704377019.929547,704377019.929547,712483902.488105,673854262.469832,763790933.938549,712483902.488105,765607964.256259,772591970.011128,709246375.236435,765607964.256259,0.00046090278901,0.000436835022073,0.00047554566776,36,34,37
AOE93436.1,methionine adenosyltransferase [synthetic bacterium JCVI-Syn3.0],58.656330749354,32,388,10000000000,1109490668.37816,1128589630.23515,1103254451.25658,1109490668.37816,1231578411.65719,1163957939.44602,1033660568.71914,1163957939.44602,1050110563.35851,1075547936.31225,1103809830.63701,1075547936.31225,0.000725985273465,0.000713640814051,0.000668060137121,56,55,51
AOE93437.1,copper homeostasis protein CutC [synthetic bacterium JCVI-Syn3.0],55.5066079295154,13,228,5500000000,610185693.917558,565495970.364166,596847519.469817,596847519.469817,627301707.839765,597298860.466516,651842766.663476,627301707.839765,585875008.585662,604841648.102222,660310824.590817,604841648.102222,0.00039054182427,0.000384608486499,0.000375688131347,30,30,29
AOE93438.1,methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase (FADH(2)-oxidizing) TrmFO [synthetic bacterium JCVI-Syn3.0],42.4657534246575,34,439,13000000000,1396145955.38572,1432579850.48421,1398487289.60746,1398487289.60746,1383869810.53474,1538651175.88376,1366509413.80546,1383869810.53474,1476569373.44237,1482032550.85697,1525154579.99931,1482032550.85697,0.000915087622024,0.000848472221085,0.000920541833344,70,65,71
AOE93439.1,mannose-6-phosphate isomerase [synthetic bacterium JCVI-Syn3.0],31.0679611650485,17,310,7500000000,801680716.577061,865311013.796577,1032202263.90848,865311013.796577,856972896.079202,885234194.736424,825241690.194451,856972896.079202,762911230.199309,748179786.790769,722266207.717729,748179786.790769,0.000566208505297,0.000525423483489,0.000464720422102,44,40,36
AOE93440.1,CMP-binding protein [synthetic bacterium JCVI-Syn3.0],53.9877300613497,102,327,110000000000,10264808152.3478,10223833565.1474,10307754646.1806,10264808152.3478,13741425317.6455,13380649004.6371,12495795535.2606,13380649004.6371,13480902762.5212,12979062390.0612,13125768626.1985,13125768626.1985,0.006716685201548,0.008203885144465,0.008152870264711,517,632,628
AOE93441.1,hypothetical protein JCVSYN2_01220 [synthetic bacterium JCVI-Syn3.0],46.2121212121212,26,133,34000000000,3911340672.66328,3916087809.14562,4024326237.96911,3916087809.14562,3936524940.52839,4056936520.61451,3362888872.07286,3936524940.52839,3494758166.01476,3572123835.92039,3725012945.07109,3572123835.92039,0.002562456954408,0.002413544998395,0.002218770041825,197,186,171
AOE93442.1,lipoprotein [synthetic bacterium JCVI-Syn3.0],66.4345403899721,156,719,61000000000,7419321101.13062,7577569310.48612,7243241278.73781,7419321101.13062,6338856509.33399,6573475571.25145,6062121528.70862,6338856509.33399,6653442260.7558,6596582160.95402,6535390278.64158,6596582160.95402,0.004854766256309,0.003886452049658,0.004097366034734,374,299,316
AOE93443.1,hypothetical protein JCVSYN2_01230 [synthetic bacterium JCVI-Syn3.0],65.6441717791411,233,979,68000000000,8096037907.35097,8149938802.88877,8085967471.99355,8096037907.35097,7750639744.18756,7465481535.1571,6885182100.9318,7465481535.1571,7338559304.09969,7088816958.53093,7139376174.85963,7139376174.85963,0.005297569832422,0.004577203470574,0.004434514227869,408,353,342
AOE93444.1,aminotransferase [synthetic bacterium JCVI-Syn3.0],49.5145631067961,27,413,8700000000,1065018532.18939,1019276523.89737,983821272.280792,1019276523.89737,769109953.681204,793661290.683567,915768687.872935,793661290.683567,1000424189.44007,1072839492.83493,1080080057.11974,1072839492.83493,0.000666954456697,0.000486606148186,0.000666377828913,51,37,51
AOE93445.1,iron-sulfur cluster assembly scaffold protein [synthetic bacterium JCVI-Syn3.0],13.1034482758621,3,146,3700000000,398944333.924757,367365949.672725,374811516.503711,374811516.503711,356084650.043156,506275642.143193,431949200.536399,431949200.536399,413257813.100225,438947823.642863,412363070.432971,413257813.100225,0.000245254556043,0.000264834809449,0.000256688764829,19,20,20
AOE93446.1,5-formyltetrahydrofolate cyclo-ligase [synthetic bacterium JCVI-Syn3.0],50.8021390374332,15,188,6000000000,755331232.17291,745735514.675088,732080424.989278,745735514.675088,546974910.854893,667377824.578404,730044608.285733,667377824.578404,555638204.601714,615156721.988619,651660557.853361,615156721.988619,0.000487965349313,0.000409179780361,0.000382095181598,38,32,29
AOE93447.1,peptidase M13 [synthetic bacterium JCVI-Syn3.0],51.5055467511886,103,632,41000000000,5120533314.25429,4655740672.46286,4670048300.55214,4670048300.55214,4391783746.7389,4363858542.81517,4233538256.70417,4363858542.81517,4396593426.08756,4480738431.88601,4687165308.4989,4480738431.88601,0.003055804243517,0.00267554991238,0.002783142089855,235,206,214
AOE93448.1,glucose-6-phosphate isomerase [synthetic bacterium JCVI-Syn3.0],55.0351288056206,71,428,49000000000,5270317514.35409,5341336380.49964,4985275498.53214,5270317514.35409,5847985348.22028,5510745868.28041,5208591229.23558,5510745868.28041,5811927357.46006,5566754015.99609,5457066787.4217,5566754015.99609,0.003448585022802,0.003378724466058,0.003457704046176,266,260,266
AOE93449.1,dUTP diphosphatase [synthetic bacterium JCVI-Syn3.0],14.9700598802395,7,168,1800000000,203987279.946715,221059824.628413,198620283.219711,203987279.946715,216381633.994734,226572435.122776,183828173.233186,216381633.994734,169106165.914072,197780874.633119,182663329.307274,182663329.307274,0.000133477248107,0.000132666963467,0.000113458530953,10,10,9
AOE93450.1,rRNA methyltransferase [synthetic bacterium JCVI-Syn3.0],29.0196078431373,41,256,57000000000,6298708347.54312,7187456796.49568,6206308473.72842,6298708347.54312,6262121197.92898,5303431346.24941,6991004270.91869,6262121197.92898,6729303220.58681,6635768874.84192,5385897471.70699,6635768874.84192,0.004121503346084,0.003839404430288,0.004121706262231,317,296,317
AOE93451.1,glyceraldehyde-3-phosphate dehydrogenase [synthetic bacterium JCVI-Syn3.0],72.6114649681529,129,472,58000000000,4817175532.22296,4958062520.92365,4913448632.35747,4913448632.35747,7231489477.17163,7741226580.4368,6779648346.04808,7231489477.17163,7026075549.96952,7220807182.0364,7312066178.83349,7220807182.0364,0.003215071068812,0.004433739280775,0.004485093851505,248,342,345
AOE93452.1,DNA topoisomerase IV subunit B [synthetic bacterium JCVI-Syn3.0],56.9206842923795,101,644,30000000000,3111952227.89328,3103625417.67002,3143666805.51192,3111952227.89328,3631517184.14545,3708742999.41112,3321066964.25213,3631517184.14545,3355859564.59984,3144021424.10878,3479547412.40746,3355859564.59984,0.002036278045025,0.002226539973402,0.002084440800073,157,172,161
AOE93453.1,DNA topoisomerase IV subunit A [synthetic bacterium JCVI-Syn3.0],54.7884187082405,90,899,28000000000,3020149834.56484,3089223428.21717,3102817580.1049,3089223428.21717,2904864670.15922,3038775963.19592,3037024203.02766,3037024203.02766,3295471101.83277,3226591304.67121,3285081914.22631,3285081914.22631,0.002021405658696,0.001862047030302,0.002040478345944,156,143,157
